start;f0
0.0;0.0
0.0058049887;0.0
0.0116099773;0.0
0.017414966;0.0
0.0232199546;0.0
0.0290249433;0.0
0.034829932;0.0
0.0406349206;0.0
0.0464399093;0.0
0.052244898;0.0
0.0580498866;0.0
0.0638548753;0.0
0.0696598639;0.0
0.0754648526;0.0
0.0812698413;0.0
0.0870748299;0.0
0.0928798186;0.0
0.0986848073;0.0
0.1044897959;0.0
0.1102947846;0.0
0.1160997732;0.0
0.1219047619;0.0
0.1277097506;0.0
0.1335147392;0.0
0.1393197279;0.0
0.1451247166;0.0
0.1509297052;0.0
0.1567346939;0.0
0.1625396825;0.0
0.1683446712;0.0
0.1741496599;0.0
0.1799546485;0.0
0.1857596372;0.0
0.1915646259;0.0
0.1973696145;0.0
0.2031746032;0.0
0.2089795918;0.0
0.2147845805;0.0
0.2205895692;0.0
0.2263945578;0.0
0.2321995465;0.0
0.2380045351;0.0
0.2438095238;0.0
0.2496145125;0.0
0.2554195011;0.0
0.2612244898;0.0
0.2670294785;0.0
0.2728344671;0.0
0.2786394558;0.0
0.2844444444;0.0
0.2902494331;0.0
0.2960544218;0.0
0.3018594104;0.0
0.3076643991;0.0
0.3134693878;0.0
0.3192743764;0.0
0.3250793651;0.0
0.3308843537;0.0
0.3366893424;0.0
0.3424943311;0.0
0.3482993197;0.0
0.3541043084;0.0
0.3599092971;0.0
0.3657142857;0.0
0.3715192744;0.0
0.377324263;0.0
0.3831292517;0.0
0.3889342404;0.0
0.394739229;0.0
0.4005442177;0.0
0.4063492063;0.0
0.412154195;0.0
0.4179591837;0.0
0.4237641723;0.0
0.429569161;0.0
0.4353741497;0.0
0.4411791383;0.0
0.446984127;0.0
0.4527891156;0.0
0.4585941043;0.0
0.464399093;0.0
0.4702040816;0.0
0.4760090703;0.0
0.481814059;0.0
0.4876190476;0.0
0.4934240363;0.0
0.4992290249;0.0
0.5050340136;0.0
0.5108390023;0.0
0.5166439909;0.0
0.5224489796;330.034
0.5282539683;322.254
0.5340589569;329.178
0.5398639456;324.418
0.5456689342;322.722
0.5514739229;321.134
0.5572789116;316.325
0.5630839002;315.039
0.5688888889;314.594
0.5746938776;315.462
0.5804988662;315.213
0.5863038549;314.21
0.5921088435;313.367
0.5979138322;311.383
0.6037188209;309.984
0.6095238095;308.621
0.6153287982;307.343
0.6211337868;308.689
0.6269387755;309.48
0.6327437642;311.881
0.6385487528;315.739
0.6443537415;316.356
0.6501587302;318.421
0.6559637188;319.311
0.6617687075;320.354
0.6675736961;320.492
0.6733786848;320.424
0.6791836735;320.625
0.6849886621;320.7
0.6907936508;320.126
0.6965986395;321.591
0.7024036281;321.988
0.7082086168;323.469
0.7140136054;324.463
0.7198185941;325.478
0.7256235828;327.199
0.7314285714;326.324
0.7372335601;327.386
0.7430385488;326.491
0.7488435374;326.403
0.7546485261;326.204
0.7604535147;325.24
0.7662585034;325.619
0.7720634921;324.157
0.7778684807;324.097
0.7836734694;323.256
0.789478458;322.657
0.7952834467;321.784
0.8010884354;321.246
0.806893424;320.745
0.8126984127;319.825
0.8185034014;320.161
0.82430839;320.291
0.8301133787;320.85
0.8359183673;321.362
0.841723356;322.957
0.8475283447;323.242
0.8533333333;324.341
0.859138322;324.942
0.8649433107;325.873
0.8707482993;327.126
0.876553288;327.336
0.8823582766;329.196
0.8881632653;329.46
0.893968254;330.963
0.8997732426;332.474
0.9055782313;332.79
0.91138322;334.958
0.9171882086;335.373
0.9229931973;336.512
0.9287981859;337.625
0.9346031746;337.055
0.9404081633;338.159
0.9462131519;338.146
0.9520181406;337.786
0.9578231293;338.997
0.9636281179;338.12
0.9694331066;338.039
0.9752380952;338.711
0.9810430839;337.131
0.9868480726;337.428
0.9926530612;337.273
0.9984580499;335.906
1.0042630385;336.921
1.0100680272;336.248
1.0158730159;335.34
1.0216780045;335.689
1.0274829932;334.348
1.0332879819;334.306
1.0390929705;334.184
1.0448979592;332.979
1.0507029478;333.193
1.0565079365;332.465
1.0623129252;332.488
1.0681179138;333.449
1.0739229025;333.323
1.0797278912;334.345
1.0855328798;335.309
1.0913378685;335.635
1.0971428571;337.149
1.1029478458;337.968
1.1087528345;338.047
1.1145578231;339.409
1.1203628118;339.323
1.1261678005;338.969
1.1319727891;339.24
1.1377777778;338.068
1.1435827664;337.304
1.1493877551;336.573
1.1551927438;335.465
1.1609977324;334.711
1.1668027211;334.214
1.1726077098;333.331
1.1784126984;332.799
1.1842176871;332.419
1.1900226757;331.549
1.1958276644;331.919
1.2016326531;331.122
1.2074376417;330.848
1.2132426304;330.85
1.219047619;329.787
1.2248526077;330.736
1.2306575964;330.69
1.236462585;331.478
1.2422675737;332.783
1.2480725624;333.0
1.253877551;334.234
1.2596825397;335.271
1.2654875283;335.691
1.271292517;337.018
1.2770975057;338.155
1.2829024943;338.441
1.288707483;339.543
1.2945124717;339.554
1.3003174603;339.452
1.306122449;340.106
1.3119274376;339.917
1.3177324263;339.406
1.323537415;339.039
1.3293424036;338.02
1.3351473923;336.71
1.340952381;336.304
1.3467573696;334.726
1.3525623583;333.417
1.3583673469;332.671
1.3641723356;331.428
1.3699773243;331.364
1.3757823129;330.834
1.3815873016;330.579
1.3873922902;331.063
1.3931972789;330.457
1.3990022676;330.703
1.4048072562;330.921
1.4106122449;330.389
1.4164172336;331.4
1.4222222222;331.366
1.4280272109;331.644
1.4338321995;332.368
1.4396371882;332.034
1.4454421769;332.598
1.4512471655;332.162
1.4570521542;331.839
1.4628571429;332.264
1.4686621315;331.535
1.4744671202;332.345
1.4802721088;331.805
1.4860770975;331.625
1.4918820862;332.374
1.4976870748;330.94
1.5034920635;332.158
1.5092970522;331.521
1.5151020408;331.631
1.5209070295;332.691
1.5267120181;331.223
1.5325170068;332.62
1.5383219955;332.059
1.5441269841;331.816
1.5499319728;332.782
1.5557369615;331.464
1.5615419501;332.249
1.5673469388;332.304
1.5731519274;332.142
1.5789569161;333.451
1.5847619048;333.236
1.5905668934;333.806
1.5963718821;333.408
1.6021768707;333.144
1.6079818594;332.489
1.6137868481;331.486
1.6195918367;331.752
1.6253968254;329.949
1.6312018141;330.035
1.6370068027;328.934
1.6428117914;327.599
1.64861678;328.239
1.6544217687;326.69
1.6602267574;327.638
1.666031746;326.994
1.6718367347;326.546
1.6776417234;327.474
1.683446712;327.033
1.6892517007;328.965
1.6950566893;329.111
1.700861678;330.433
1.7066666667;332.144
1.7124716553;331.926
1.718276644;333.551
1.7240816327;333.6
1.7298866213;333.458
1.73569161;334.186
1.7414965986;332.875
1.7473015873;332.826
1.753106576;332.063
1.7589115646;330.904
1.7647165533;330.718
1.770521542;329.24
1.7763265306;329.481
1.7821315193;328.532
1.7879365079;328.9
1.7937414966;328.852
1.7995464853;328.667
1.8053514739;329.556
1.8111564626;328.639
1.8169614512;329.975
1.8227664399;329.412
1.8285714286;329.53
1.8343764172;330.017
1.8401814059;328.825
1.8459863946;329.642
1.8517913832;329.079
1.8575963719;329.315
1.8634013605;329.616
1.8692063492;329.57
1.8750113379;330.586
1.8808163265;330.968
1.8866213152;332.616
1.8924263039;333.846
1.8982312925;334.646
1.9040362812;335.753
1.9098412698;335.761
1.9156462585;336.116
1.9214512472;336.795
1.9272562358;336.087
1.9330612245;336.833
1.9388662132;336.595
1.9446712018;336.162
1.9504761905;337.083
1.9562811791;335.601
1.9620861678;335.786
1.9678911565;334.88
1.9736961451;333.86
1.9795011338;334.285
1.9853061224;332.237
1.9911111111;332.613
1.9969160998;331.716
2.0027210884;330.863
2.0085260771;331.576
2.0143310658;330.258
2.0201360544;330.85
2.0259410431;330.53
2.0317460317;329.879
2.0375510204;330.45
2.0433560091;329.294
2.0491609977;329.615
2.0549659864;329.169
2.0607709751;328.695
2.0665759637;329.752
2.0723809524;329.281
2.078185941;330.717
2.0839909297;331.047
2.0897959184;331.098
2.095600907;332.989
2.1014058957;331.826
2.1072108844;333.283
2.113015873;333.422
2.1188208617;332.496
2.1246258503;334.352
2.130430839;332.959
2.1362358277;333.697
2.1420408163;335.09
2.147845805;334.052
2.1536507937;335.368
2.1594557823;335.154
2.165260771;334.077
2.1710657596;335.126
2.1768707483;334.308
2.182675737;334.291
2.1884807256;335.034
2.1942857143;334.144
2.2000907029;334.492
2.2058956916;334.036
2.2117006803;333.446
2.2175056689;333.291
2.2233106576;332.335
2.2291156463;332.483
2.2349206349;331.448
2.2407256236;331.176
2.2465306122;331.255
2.2523356009;329.752
2.2581405896;330.515
2.2639455782;329.724
2.2697505669;329.865
2.2755555556;330.462
2.2813605442;328.978
2.2871655329;330.089
2.2929705215;328.597
2.2987755102;328.709
2.3045804989;329.216
2.3103854875;328.227
2.3161904762;330.06
2.3219954649;329.268
2.3278004535;330.724
2.3336054422;332.069
2.3394104308;331.835
2.3452154195;333.825
2.3510204082;333.889
2.3568253968;335.188
2.3626303855;336.504
2.3684353741;337.035
2.3742403628;338.935
2.3800453515;338.364
2.3858503401;338.084
2.3916553288;338.783
2.3974603175;337.197
2.4032653061;337.086
2.4090702948;336.637
2.4148752834;334.632
2.4206802721;335.002
2.4264852608;333.87
2.4322902494;332.848
2.4380952381;333.182
2.4439002268;331.028
2.4497052154;331.083
2.4555102041;329.797
2.4613151927;328.371
2.4671201814;328.619
2.4729251701;327.28
2.4787301587;327.996
2.4845351474;327.683
2.4903401361;328.444
2.4961451247;328.602
2.5019501134;329.086
2.507755102;330.615
2.5135600907;330.27
2.5193650794;332.937
2.525170068;333.417
2.5309750567;333.943
2.5367800454;335.552
2.542585034;334.532
2.5483900227;336.019
2.5541950113;335.798
2.56;335.453
2.5658049887;335.993
2.5716099773;334.635
2.577414966;335.33
2.5832199546;333.857
2.5890249433;333.19
2.594829932;333.573
2.6006349206;331.914
2.6064399093;333.497
2.612244898;332.938
2.6180498866;333.526
2.6238548753;334.359
2.6296598639;332.608
2.6354648526;333.529
2.6412698413;332.606
2.6470748299;331.857
2.6528798186;330.91
2.6586848073;326.801
2.6644897959;322.46
2.6702947846;317.816
2.6760997732;309.383
2.6819047619;0.0
2.6877097506;0.0
2.6935147392;0.0
2.6993197279;0.0
2.7051247166;0.0
2.7109297052;0.0
2.7167346939;0.0
2.7225396825;0.0
2.7283446712;0.0
2.7341496599;0.0
2.7399546485;0.0
2.7457596372;0.0
2.7515646259;0.0
2.7573696145;0.0
2.7631746032;0.0
2.7689795918;0.0
2.7747845805;0.0
2.7805895692;0.0
2.7863945578;0.0
2.7921995465;0.0
2.7980045351;0.0
2.8038095238;0.0
2.8096145125;0.0
2.8154195011;0.0
2.8212244898;0.0
2.8270294785;0.0
2.8328344671;0.0
2.8386394558;328.324
2.8444444444;331.007
2.8502494331;339.942
2.8560544218;337.862
2.8618594104;335.755
2.8676643991;334.88
2.8734693878;332.431
