start;f0
1.9148969999999998;391.99543598174927
2.553196;391.99543598174927
3.1914949999999997;369.9944227116344
3.8297939999999997;293.6647679174076
4.468093;329.6275569128699
4.7872425;293.6647679174076
5.106392;261.6255653005986
5.7446909999999995;293.6647679174076
6.3829899999999995;329.6275569128699
7.0212889999999994;391.99543598174927
7.978737499999999;369.9944227116344
8.297887;391.99543598174927
8.936186;369.9944227116344
9.574485;391.99543598174927
10.851083;369.9944227116344
11.489381999999999;293.6647679174076
12.127680999999999;391.99543598174927
12.765979999999999;349.2282314330039
13.404278999999999;391.99543598174927
14.042577999999999;391.99543598174927
14.680876999999999;391.99543598174927
15.319175999999999;391.99543598174927
15.957474999999999;369.9944227116344
16.595774;391.99543598174927
17.234073;391.99543598174927
17.872372;293.6647679174076
18.510671;293.6647679174076
19.14897;261.6255653005986
20.106418499999997;440.0
20.425568;391.99543598174927
21.383016499999997;349.2282314330039
21.702166;329.6275569128699
