start;f0
1.9148969999999998;130.8127826502993
2.553196;195.99771799087463
3.1914949999999997;146.8323839587038
3.8297939999999997;97.99885899543733
4.468093;130.8127826502993
5.106392;174.61411571650194
5.4255415;164.81377845643496
5.7446909999999995;146.8323839587038
6.3829899999999995;130.8127826502993
7.0212889999999994;97.99885899543733
7.659587999999999;110.0
8.297887;123.47082531403103
8.6170365;130.8127826502993
8.936186;146.8323839587038
9.574485;195.99771799087463
10.212784;130.8127826502993
10.851083;146.8323839587038
11.489381999999999;97.99885899543733
12.127680999999999;164.81377845643496
12.765979999999999;146.8323839587038
13.404278999999999;130.8127826502993
14.042577999999999;195.99771799087463
14.680876999999999;195.99771799087463
15.319175999999999;261.6255653005986
15.638325499999999;246.94165062806206
15.957474999999999;220.0
16.595774;195.99771799087463
17.234073;164.81377845643496
17.872372;184.9972113558172
18.510671;207.65234878997256
19.14897;220.0
19.787269;195.99771799087463
20.106418499999997;174.61411571650194
20.425568;195.99771799087463
21.063867;97.99885899543733
21.702166;130.8127826502993
