start;f0;confidence
0.0;462.345098131443;0.0402785837650299
0.01;468.410770383758;0.0168072879314423
0.02;463.234680059847;0.101268529891968
0.03;461.107365402576;0.0281879305839539
0.04;459.389695545985;0.037093847990036
0.05;460.706432887491;0.053192675113678
0.06;460.54226135581;0.034121036529541
0.07;484.968278356267;0.036989837884903
0.08;511.299117155278;0.0734973847866058
0.09;532.402817619905;0.0772160589694977
0.1;531.972382166004;0.13465479016304
0.11;532.339632174375;0.156155228614807
0.12;527.681732604233;0.23946550488472
0.13;525.610314809493;0.458433747291565
0.14;525.146355407912;0.730981051921845
0.15;525.961196412677;0.674535751342773
0.16;528.528858414317;0.502152860164642
0.17;530.228549820438;0.377345204353333
0.18;530.333642372692;0.29062432050705
0.19;532.171206593667;0.138364404439926
0.2;488.956430753665;0.248630166053772
0.21;425.242997816891;0.226886481046677
0.22;375.469090942345;0.277241736650467
0.23;346.050048949694;0.354100584983826
0.24;340.776903769242;0.530860364437103
0.25;334.935511697346;0.754784107208252
0.26;332.274187005004;0.869273066520691
0.27;329.785483458828;0.891284644603729
0.28;326.007057688361;0.884012401103973
0.29;322.219671959885;0.921922504901886
0.3;320.848120805226;0.915507435798645
0.31;323.607847971155;0.887290239334106
0.32;327.761209649259;0.883889019489288
0.33;330.592020390568;0.930093467235565
0.34;333.174999481561;0.933170199394226
0.35;335.087414592933;0.938552379608154
0.36;336.625507142935;0.928584218025208
0.37;337.229194874155;0.93874728679657
0.38;336.706547210326;0.921407341957092
0.39;335.549991823956;0.950980126857758
0.4;334.670366647743;0.963764667510986
0.41;333.944776351461;0.962222993373871
0.42;333.49496234497;0.954432845115662
0.43;332.862889929429;0.94255942106247
0.44;331.875766327243;0.949419021606445
0.45;331.853331197658;0.95316606760025
0.46;331.9001189545;0.956344723701477
0.47;332.165466095453;0.951367437839508
0.48;332.332452156459;0.946556329727173
0.49;332.357127185741;0.943631291389465
0.5;332.111880045828;0.944581151008606
0.51;332.085660266262;0.94563090801239
0.52;332.227133259837;0.948850512504578
0.53;332.607729241024;0.937117457389832
0.54;333.008387972408;0.951180338859558
0.55;333.449792967488;0.962978839874268
