start;end;pitch;velocity;duration;instrument
3.94;4.368571;41;81;0.42857100000000026;piano
3.94;4.368571;65;81;0.42857100000000026;piano
4.368571;4.5828565;53;82;0.2142854999999999;piano
4.368571;5.0114275;65;76;0.6428564999999997;piano
4.5828565;4.797142;55;82;0.2142854999999999;piano
4.797142;5.225713000000001;56;83;0.4285710000000007;piano
5.0114275;5.225713000000001;72;81;0.2142855000000008;piano
5.225713000000001;5.634284;53;77;0.40857099999999935;piano
5.225713000000001;5.4199985;68;76;0.19428549999999944;piano
5.4199985;5.634284;64;69;0.2142854999999999;piano
5.634284;6.042855;37;72;0.40857100000000024;piano
5.634284;5.8485695;65;77;0.2142854999999999;piano
5.8485695;6.042855;64;71;0.19428550000000033;piano
6.042855;6.2171405;53;81;0.17428549999999987;piano
6.042855;6.645711500000001;65;74;0.6028565000000006;piano
6.2171405;6.415713;55;83;0.19857250000000004;piano
6.415713;6.859997000000001;56;84;0.44428400000000057;piano
6.645711500000001;6.859997000000001;72;85;0.2142854999999999;piano
6.859997000000001;7.288568000000001;53;76;0.4285709999999998;piano
6.859997000000001;7.074282500000001;68;77;0.2142854999999999;piano
7.074282500000001;7.288568000000001;64;69;0.2142854999999999;piano
7.288568000000001;7.697139;44;73;0.40857099999999935;piano
7.288568000000001;7.429639287500001;65;77;0.14107128749999998;piano
7.429639287500001;7.573389143750001;66;75;0.14374985625000036;piano
7.573389143750001;7.697139;64;70;0.12374985624999901;piano
7.697139;7.911424500000001;53;80;0.2142855000000008;piano
7.697139;8.299995500000001;65;74;0.6028565000000015;piano
7.911424500000001;8.10571;55;83;0.19428549999999944;piano
8.10571;8.514281;56;84;0.40857100000000024;piano
8.299995500000001;8.514281;72;86;0.21428549999999902;piano
8.514281;8.902852000000001;53;76;0.38857100000000067;piano
8.514281;8.728566500000001;68;78;0.2142855000000008;piano
8.728566500000001;8.902852000000001;65;70;0.17428549999999987;piano
8.902852000000001;9.311423000000001;58;88;0.40857100000000024;piano
8.902852000000001;9.311423000000001;65;92;0.40857100000000024;piano
8.902852000000001;9.311423000000001;70;92;0.40857100000000024;piano
8.902852000000001;9.311423000000001;73;92;0.40857100000000024;piano
9.311423000000001;9.759994;46;68;0.4485709999999994;piano
9.311423000000001;9.759994;61;79;0.4485709999999994;piano
9.311423000000001;9.759994;65;79;0.4485709999999994;piano
9.311423000000001;9.759994;70;79;0.4485709999999994;piano
9.759994;9.921065287500001;73;82;0.16107128750000044;piano
9.921065287500001;10.04481514375;70;75;0.12374985624999901;piano
10.04481514375;10.228565000000001;69;73;0.1837498562500013;piano
10.228565000000001;10.657136000000001;70;76;0.4285709999999998;piano
10.657136000000001;11.091414000000004;46;79;0.4342780000000026;piano
10.657136000000001;11.091414000000004;70;80;0.4342780000000026;piano
11.091414000000004;11.319992500000001;58;84;0.22857849999999758;piano
11.091414000000004;11.728563500000002;70;76;0.6371494999999978;piano
11.319992500000001;11.534277999999999;60;84;0.21428549999999724;piano
11.534277999999999;11.922849000000001;61;83;0.38857100000000244;piano
11.728563500000002;11.922849000000001;77;84;0.19428549999999944;piano
11.922849000000001;12.311420000000002;58;77;0.38857100000000067;piano
11.922849000000001;12.097134500000001;73;77;0.17428549999999987;piano
12.097134500000001;12.311420000000002;69;69;0.2142855000000008;piano
12.311420000000002;12.699991;49;71;0.3885709999999989;piano
12.311420000000002;12.485705500000002;70;77;0.17428549999999987;piano
12.485705500000002;12.699991;69;71;0.21428549999999902;piano
12.699991;12.9142765;58;80;0.21428549999999902;piano
12.699991;13.302847500000002;70;74;0.6028565000000015;piano
12.9142765;13.122854;60;83;0.20857750000000053;piano
13.122854;13.497133000000002;61;84;0.37427900000000136;piano
13.302847500000002;13.497133000000002;77;85;0.19428549999999944;piano
13.497133000000002;13.905704000000002;58;76;0.40857100000000024;piano
13.497133000000002;13.691418500000001;73;77;0.19428549999999944;piano
13.691418500000001;13.905704000000002;69;69;0.2142855000000008;piano
13.905704000000002;14.314275;43;72;0.40857099999999846;piano
13.905704000000002;14.046775287500001;70;77;0.1410712874999991;piano
14.046775287500001;14.170525143750002;71;75;0.12374985625000079;piano
14.170525143750002;14.314275;69;70;0.1437498562499986;piano
14.314275;14.528560500000001;58;82;0.2142855000000008;piano
14.314275;14.897131500000002;70;74;0.5828565000000019;piano
14.528560500000001;14.740948666666668;60;83;0.21238816666666693;piano
14.740948666666668;15.111417000000001;61;84;0.3704683333333332;piano
14.897131500000002;15.111417000000001;77;86;0.21428549999999902;piano
15.111417000000001;15.499988000000002;58;76;0.38857100000000067;piano
15.111417000000001;15.325702500000002;73;78;0.2142855000000008;piano
15.325702500000002;15.499988000000002;70;70;0.17428549999999987;piano
15.499988000000002;15.928559000000002;60;84;0.4285709999999998;piano
15.499988000000002;15.928559000000002;67;90;0.4285709999999998;piano
15.499988000000002;15.928559000000002;72;90;0.4285709999999998;piano
15.499988000000002;15.928559000000002;76;90;0.4285709999999998;piano
15.928559000000002;16.35713;48;67;0.4285709999999998;piano
15.928559000000002;16.35713;64;74;0.4285709999999998;piano
15.928559000000002;16.35713;67;74;0.4285709999999998;piano
15.928559000000002;16.35713;72;74;0.4285709999999998;piano
16.35713;16.420522793750003;76;82;0.06339279375000118;piano
16.420522793750003;16.48480844375;77;82;0.06428564999999864;piano
16.48480844375;16.631415500000003;76;82;0.14660705625000148;piano
16.631415500000003;16.865701;74;78;0.2342854999999986;piano
16.865701;17.294272000000003;76;80;0.4285710000000016;piano
17.294272000000003;17.682843000000002;36;78;0.3885709999999989;piano
17.294272000000003;17.508557500000002;79;88;0.21428549999999902;piano
17.508557500000002;17.682843000000002;77;78;0.17428549999999987;piano
17.682843000000002;17.87856425;48;80;0.1957212499999983;piano
17.682843000000002;17.87856425;76;75;0.1957212499999983;piano
17.87856425;18.091414000000004;50;81;0.21284975000000372;piano
17.87856425;18.091414000000004;74;71;0.21284975000000372;piano
18.091414000000004;18.459985000000003;52;83;0.3685709999999993;piano
18.091414000000004;18.459985000000003;72;68;0.3685709999999993;piano
18.459985000000003;18.868555999999998;48;76;0.4085709999999949;piano
18.459985000000003;18.868555999999998;70;67;0.4085709999999949;piano
18.868555999999998;19.278563500000004;41;75;0.4100075000000061;piano
18.868555999999998;18.931948793750003;68;75;0.06339279375000473;piano
18.931948793750003;18.99623444375;70;75;0.06428564999999864;piano
18.99623444375;19.085683000000003;68;75;0.08944855625000159;piano
19.085683000000003;19.278563500000004;67;68;0.19288050000000112;piano
19.278563500000004;19.491412500000003;53;85;0.2128489999999985;piano
19.278563500000004;19.8599945;68;72;0.5814309999999949;piano
19.491412500000003;19.685698000000002;52;82;0.19428549999999944;piano
19.685698000000002;20.074269;53;82;0.3885709999999989;piano
19.8599945;20.074269;65;72;0.21427450000000192;piano
20.074269;20.502840000000003;56;84;0.4285710000000016;piano
20.074269;20.2885545;64;72;0.21428549999999902;piano
20.2885545;20.502840000000003;65;75;0.21428550000000257;piano
20.502840000000003;20.911411000000005;43;73;0.408571000000002;piano
20.502840000000003;20.7171255;71;91;0.21428549999999902;piano
20.7171255;20.911411000000005;72;86;0.194285500000003;piano
20.911411000000005;21.105696500000004;59;86;0.19428549999999944;piano
20.911411000000005;21.105696500000004;74;87;0.19428549999999944;piano
21.105696500000004;21.299982000000004;60;85;0.19428549999999944;piano
21.105696500000004;21.299982000000004;72;82;0.19428549999999944;piano
21.299982000000004;21.688553;62;85;0.38857099999999534;piano
21.299982000000004;21.478089166666667;71;78;0.17810716666666337;piano
21.478089166666667;21.688553;69;72;0.21046383333333196;piano
21.688553;22.037124000000002;59;78;0.3485710000000033;piano
21.688553;21.89141925;67;68;0.20286624999999958;piano
21.89141925;22.037124000000002;65;66;0.1457047500000037;piano
22.037124000000002;22.485695000000003;48;71;0.44857100000000116;piano
22.037124000000002;22.073909637499998;65;76;0.03678563749999597;piano
22.073909637499998;22.23158813125;67;76;0.15767849375000154;piano
22.23158813125;22.485695000000003;65;76;0.25410686875000366;piano
22.485695000000003;22.719961000000005;60;83;0.23426600000000164;piano
22.485695000000003;23.1285515;64;68;0.642856499999997;piano
22.719961000000005;22.914266000000005;61;83;0.19430499999999995;piano
